date,company,close
2023-04-25,COMP_000,1001.6
2023-04-26,COMP_000,997.84
2023-04-27,COMP_000,997.07
2023-04-28,COMP_000,990.3
2023-04-29,COMP_000,1005.73
2023-04-30,COMP_000,1004.8
2023-05-01,COMP_000,1019.66
2023-05-02,COMP_000,1020.71
2023-05-03,COMP_000,1040.51
2023-05-04,COMP_000,1041.92
2023-05-05,COMP_000,1062.28
2023-05-06,COMP_000,1061.43
2023-05-07,COMP_000,1040.64
2023-05-08,COMP_000,1049.84
2023-05-09,COMP_000,1048.3
2023-05-10,COMP_000,1043.58
2023-05-11,COMP_000,1039.99
2023-05-12,COMP_000,1044.83
2023-05-13,COMP_000,1052.73
2023-05-14,COMP_000,1060.69
2023-05-15,COMP_000,1065.55
2023-05-16,COMP_000,1079.89
2023-05-17,COMP_000,1092.17
2023-05-18,COMP_000,1096.66
2023-05-19,COMP_000,1090.34
2023-05-20,COMP_000,1082.15
2023-05-21,COMP_000,1077.32
2023-05-22,COMP_000,1079.83
2023-05-23,COMP_000,1072.42
2023-05-24,COMP_000,1063.42
2023-05-25,COMP_000,1085.71
2023-05-26,COMP_000,1076.06
2023-05-27,COMP_000,1067.8
2023-05-28,COMP_000,1071.73
2023-05-29,COMP_000,1072.86
2023-05-30,COMP_000,1091.52
2023-05-31,COMP_000,1093.35
2023-06-01,COMP_000,1100.39
2023-06-02,COMP_000,1109.8
2023-06-03,COMP_000,1108.49
2023-06-04,COMP_000,1113.96
2023-06-05,COMP_000,1117.89
2023-06-06,COMP_000,1108.45
2023-06-07,COMP_000,1098.56
2023-06-08,COMP_000,1097.62
2023-06-09,COMP_000,1119.88
2023-06-10,COMP_000,1129.58
2023-06-11,COMP_000,1155.69
2023-06-12,COMP_000,1161.17
2023-06-13,COMP_000,1157.67
2023-06-14,COMP_000,1162.22
2023-06-15,COMP_000,1162.71
2023-06-16,COMP_000,1151.36
2023-06-17,COMP_000,1151.29
2023-06-18,COMP_000,1162.86
2023-06-19,COMP_000,1168.68
2023-06-20,COMP_000,1177.51
2023-06-21,COMP_000,1200.9
2023-06-22,COMP_000,1200.08
2023-06-23,COMP_000,1206.26
2023-06-24,COMP_000,1228.81
2023-06-25,COMP_000,1241.6
2023-06-26,COMP_000,1231.3
2023-06-27,COMP_000,1237.44
2023-06-28,COMP_000,1245.45
2023-06-29,COMP_000,1206.83
2023-06-30,COMP_000,1209.04
2023-07-01,COMP_000,1212.25
2023-07-02,COMP_000,1200.71
2023-07-03,COMP_000,1209.04
2023-07-04,COMP_000,1224.79
2023-07-05,COMP_000,1212.51
2023-07-06,COMP_000,1217.64
2023-07-07,COMP_000,1228.08
2023-07-08,COMP_000,1235.43
2023-07-09,COMP_000,1229.09
2023-07-10,COMP_000,1233.36
2023-07-11,COMP_000,1207.74
2023-07-12,COMP_000,1227.92
2023-07-13,COMP_000,1232.76
2023-07-14,COMP_000,1266.38
2023-07-15,COMP_000,1235.02
2023-07-16,COMP_000,1222.95
2023-07-17,COMP_000,1224.08
2023-07-18,COMP_000,1204.6
2023-07-19,COMP_000,1201.15
2023-07-20,COMP_000,1218.45
2023-07-21,COMP_000,1218.46
2023-07-22,COMP_000,1234.43
2023-07-23,COMP_000,1239.13
2023-07-24,COMP_000,1226.25
2023-07-25,COMP_000,1226.16
2023-07-26,COMP_000,1214.85
2023-07-27,COMP_000,1195.01
2023-07-28,COMP_000,1226.05
2023-07-29,COMP_000,1252.0
2023-07-30,COMP_000,1244.18
2023-07-31,COMP_000,1243.11
2023-08-01,COMP_000,1253.45
2023-08-02,COMP_000,1260.16
2023-08-03,COMP_000,1264.76
2023-08-04,COMP_000,1249.27
2023-08-05,COMP_000,1226.56
2023-08-06,COMP_000,1222.22
2023-08-07,COMP_000,1245.64
2023-08-08,COMP_000,1257.67
2023-08-09,COMP_000,1256.43
2023-08-10,COMP_000,1251.73
2023-08-11,COMP_000,1247.63
2023-08-12,COMP_000,1258.45
2023-08-13,COMP_000,1252.8
2023-08-14,COMP_000,1262.73
2023-08-15,COMP_000,1269.72
2023-08-16,COMP_000,1289.48
2023-08-17,COMP_000,1278.68
2023-08-18,COMP_000,1260.33
2023-08-19,COMP_000,1271.21
2023-08-20,COMP_000,1249.65
2023-08-21,COMP_000,1238.83
2023-08-22,COMP_000,1232.95
2023-08-23,COMP_000,1214.83
2023-08-24,COMP_000,1220.59
2023-08-25,COMP_000,1224.07
2023-08-26,COMP_000,1225.77
2023-08-27,COMP_000,1217.04
2023-08-28,COMP_000,1203.89
2023-08-29,COMP_000,1215.77
2023-08-30,COMP_000,1204.69
2023-08-31,COMP_000,1198.99
2023-09-01,COMP_000,1203.83
2023-09-02,COMP_000,1227.86
2023-09-03,COMP_000,1247.0
2023-09-04,COMP_000,1247.29
2023-09-05,COMP_000,1239.79
2023-09-06,COMP_000,1238.05
2023-09-07,COMP_000,1234.46
2023-01-01,COMP_001,1061.81
2023-01-02,COMP_001,1056.22
2023-01-03,COMP_001,1060.1
2023-01-04,COMP_001,1030.87
2023-01-05,COMP_001,1044.01
2023-01-06,COMP_001,1054.36
2023-01-07,COMP_001,1055.67
2023-01-08,COMP_001,1050.58
2023-01-09,COMP_001,1041.46
2023-01-10,COMP_001,1049.02
2023-01-11,COMP_001,1066.55
2023-01-12,COMP_001,1077.31
2023-01-13,COMP_001,1069.31
2023-01-14,COMP_001,1068.73
2023-01-15,COMP_001,1080.43
2023-01-16,COMP_001,1094.14
2023-01-17,COMP_001,1100.21
2023-01-18,COMP_001,1087.23
2023-01-19,COMP_001,1092.1
2023-01-20,COMP_001,1075.39
2023-01-21,COMP_001,1077.64
2023-01-22,COMP_001,1094.14
2023-01-23,COMP_001,1076.01
2023-01-24,COMP_001,1074.58
2023-01-25,COMP_001,1083.86
2023-01-26,COMP_001,1093.42
2023-01-27,COMP_001,1096.31
2023-01-28,COMP_001,1096.82
2023-01-29,COMP_001,1064.14
2023-01-30,COMP_001,1068.01
2023-01-31,COMP_001,1061.31
2023-02-01,COMP_001,1046.98
2023-02-02,COMP_001,1027.18
2023-02-03,COMP_001,1022.84
2023-02-04,COMP_001,1036.02
2023-02-05,COMP_001,1052.35
2023-02-06,COMP_001,1051.22
2023-02-07,COMP_001,1065.95
2023-02-08,COMP_001,1072.39
2023-02-09,COMP_001,1074.92
2023-02-10,COMP_001,1073.69
2023-02-11,COMP_001,1060.02
2023-02-12,COMP_001,1036.73
2023-02-13,COMP_001,1033.46
2023-02-14,COMP_001,1019.5
2023-02-15,COMP_001,1018.45
2023-02-16,COMP_001,1004.03
2023-02-17,COMP_001,1028.27
2023-02-18,COMP_001,1028.07
2023-02-19,COMP_001,1021.2
2023-02-20,COMP_001,1036.56
2023-02-21,COMP_001,1037.49
2023-02-22,COMP_001,1049.89
2023-02-23,COMP_001,1071.98
2023-02-24,COMP_001,1091.13
2023-02-25,COMP_001,1086.45
2023-02-26,COMP_001,1079.81
2023-02-27,COMP_001,1078.85
2023-02-28,COMP_001,1070.97
2023-03-01,COMP_001,1069.64
2023-03-02,COMP_001,1063.68
2023-03-03,COMP_001,1015.5
2023-03-04,COMP_001,1038.21
2023-03-05,COMP_001,1006.88
2023-03-06,COMP_001,1006.59
2023-03-07,COMP_001,1010.88
2023-03-08,COMP_001,978.27
2023-03-09,COMP_001,995.92
2023-03-10,COMP_001,1010.1
2023-03-11,COMP_001,1012.42
2023-03-12,COMP_001,1024.24
2023-03-13,COMP_001,1024.48
2023-03-14,COMP_001,1022.48
2023-03-15,COMP_001,1016.23
2023-03-16,COMP_001,1020.32
2023-03-17,COMP_001,1018.97
2023-03-18,COMP_001,991.79
2023-03-19,COMP_001,990.71
2023-03-20,COMP_001,1001.25
2023-03-21,COMP_001,1005.75
2023-03-22,COMP_001,996.38
2023-03-23,COMP_001,1004.6
2023-03-24,COMP_001,1005.76
2023-03-25,COMP_001,1018.28
2023-03-26,COMP_001,1019.43
2023-03-27,COMP_001,1014.5
2023-03-28,COMP_001,1007.74
2023-03-29,COMP_001,1007.14
2023-03-30,COMP_001,1024.31
2023-03-31,COMP_001,1005.85
2023-04-01,COMP_001,1041.59
2023-04-02,COMP_001,1020.05
2023-04-03,COMP_001,1020.52
2023-04-04,COMP_001,1032.31
2023-04-05,COMP_001,1044.79
2023-04-06,COMP_001,1058.87
2023-04-07,COMP_001,1054.37
2023-04-08,COMP_001,1054.58
2023-04-09,COMP_001,1052.18
2023-04-10,COMP_001,1061.67
2023-04-11,COMP_001,1063.41
2023-04-12,COMP_001,1064.52
2023-04-13,COMP_001,1078.39
2023-04-14,COMP_001,1090.6
2023-04-15,COMP_001,1121.85
2023-04-16,COMP_001,1132.06
2023-04-17,COMP_001,1133.77
2023-04-18,COMP_001,1129.12
2023-04-19,COMP_001,1118.61
2023-04-20,COMP_001,1109.91
2023-04-21,COMP_001,1108.23
2023-04-22,COMP_001,1116.08
2023-04-23,COMP_001,1123.81
2023-04-24,COMP_001,1131.17
2023-04-25,COMP_001,1125.35
2023-04-26,COMP_001,1118.48
2023-04-27,COMP_001,1120.49
2023-04-28,COMP_001,1123.43
2023-04-29,COMP_001,1119.68
2023-04-30,COMP_001,1116.78
2023-05-01,COMP_001,1128.51
2023-05-02,COMP_001,1119.29
2023-05-03,COMP_001,1135.93
2023-05-04,COMP_001,1136.05
2023-05-05,COMP_001,1120.42
2023-05-06,COMP_001,1130.06
2023-05-07,COMP_001,1122.32
2023-05-08,COMP_001,1106.94
2023-05-09,COMP_001,1123.4
2023-05-10,COMP_001,1133.86
2023-05-11,COMP_001,1143.38
2023-05-12,COMP_001,1139.79
2023-05-13,COMP_001,1136.91
2023-05-14,COMP_001,1120.37
2023-05-15,COMP_001,1127.52
2023-05-16,COMP_001,1138.55
2023-05-17,COMP_001,1161.93
2023-05-18,COMP_001,1163.87
2023-05-19,COMP_001,1148.67
2023-05-20,COMP_001,1149.53
2023-05-21,COMP_001,1160.51
2023-05-22,COMP_001,1143.32
2023-05-23,COMP_001,1148.65
2023-05-24,COMP_001,1151.64
2023-05-25,COMP_001,1136.63
2023-05-26,COMP_001,1107.5
2023-05-27,COMP_001,1107.47
2023-05-28,COMP_001,1092.92
2023-05-29,COMP_001,1108.73
2023-05-30,COMP_001,1122.76
2023-05-31,COMP_001,1137.93
2023-06-01,COMP_001,1139.09
2023-06-02,COMP_001,1138.97
2023-06-03,COMP_001,1127.31
2023-06-04,COMP_001,1129.49
2023-06-05,COMP_001,1121.28
2023-06-06,COMP_001,1131.33
2023-06-07,COMP_001,1128.06
2023-06-08,COMP_001,1141.3
2023-06-09,COMP_001,1171.97
2023-06-10,COMP_001,1169.87
2023-06-11,COMP_001,1178.11
2023-06-12,COMP_001,1200.06
2023-06-13,COMP_001,1195.83
2023-06-14,COMP_001,1224.13
2023-06-15,COMP_001,1246.09
2023-06-16,COMP_001,1236.35
2023-06-17,COMP_001,1261.2
2023-06-18,COMP_001,1250.86
2023-06-19,COMP_001,1224.29
2023-06-20,COMP_001,1231.36
2023-06-21,COMP_001,1230.97
2023-06-22,COMP_001,1242.32
2023-06-23,COMP_001,1282.29
2023-06-24,COMP_001,1271.86
2023-06-25,COMP_001,1253.61
2023-06-26,COMP_001,1247.01
2023-06-27,COMP_001,1242.13
2023-06-28,COMP_001,1258.73
2023-06-29,COMP_001,1283.43
2023-06-30,COMP_001,1342.41
2023-07-01,COMP_001,1344.16
2023-07-02,COMP_001,1308.22
2023-07-03,COMP_001,1318.5
2023-07-04,COMP_001,1303.34
2023-07-05,COMP_001,1275.46
2023-07-06,COMP_001,1284.23
2023-07-07,COMP_001,1303.21
2023-07-08,COMP_001,1333.75
2023-07-09,COMP_001,1294.63
2023-07-10,COMP_001,1293.54
2023-07-11,COMP_001,1292.6
2023-07-12,COMP_001,1255.39
2023-07-13,COMP_001,1276.59
2023-07-14,COMP_001,1265.41
2023-07-15,COMP_001,1247.83
2023-07-16,COMP_001,1283.33
2023-07-17,COMP_001,1279.05
2023-07-18,COMP_001,1274.5
2023-07-19,COMP_001,1270.87
2023-07-20,COMP_001,1257.24
2023-07-21,COMP_001,1241.44
2023-07-22,COMP_001,1244.08
2023-07-23,COMP_001,1229.56
2023-07-24,COMP_001,1196.5
2023-07-25,COMP_001,1161.5
2023-07-26,COMP_001,1178.47
2023-07-27,COMP_001,1176.03
2023-07-28,COMP_001,1224.67
2023-07-29,COMP_001,1219.29
2023-07-30,COMP_001,1212.6
2023-07-31,COMP_001,1206.86
2023-08-01,COMP_001,1224.39
2023-08-02,COMP_001,1194.14
2023-08-03,COMP_001,1198.61
2023-08-04,COMP_001,1200.74
2023-08-05,COMP_001,1202.24
2023-08-06,COMP_001,1204.61
2023-08-07,COMP_001,1199.77
2023-08-08,COMP_001,1205.83
2023-08-09,COMP_001,1184.53
2023-08-10,COMP_001,1187.88
2023-08-11,COMP_001,1190.98
2023-08-12,COMP_001,1195.08
2023-08-13,COMP_001,1198.08
2023-08-14,COMP_001,1215.07
2023-08-15,COMP_001,1221.8
2023-08-16,COMP_001,1204.44
2023-08-17,COMP_001,1197.9
2023-08-18,COMP_001,1191.77
2023-08-19,COMP_001,1180.12
2023-08-20,COMP_001,1178.21
2023-08-21,COMP_001,1188.28
2023-08-22,COMP_001,1201.1
2023-08-23,COMP_001,1176.81
2023-08-24,COMP_001,1149.88
2023-08-25,COMP_001,1188.28
2023-08-26,COMP_001,1150.04
2023-08-27,COMP_001,1191.51
2023-08-28,COMP_001,1191.65
2023-08-29,COMP_001,1195.12
2023-08-30,COMP_001,1209.53
2023-08-31,COMP_001,1211.07
2023-09-01,COMP_001,1212.94
2023-09-02,COMP_001,1211.41
2023-09-03,COMP_001,1219.05
2023-09-04,COMP_001,1247.73
2023-09-05,COMP_001,1265.71
2023-09-06,COMP_001,1272.34
2023-09-07,COMP_001,1268.3
2023-01-01,COMP_002,1006.31
2023-01-02,COMP_002,1040.43
2023-01-03,COMP_002,1044.06
2023-01-04,COMP_002,1066.77
2023-01-05,COMP_002,1060.42
2023-01-06,COMP_002,1059.99
2023-01-07,COMP_002,1078.41
2023-01-08,COMP_002,1084.75
2023-01-09,COMP_002,1073.76
2023-01-10,COMP_002,1072.78
2023-01-11,COMP_002,1086.63
2023-01-12,COMP_002,1087.82
2023-01-13,COMP_002,1098.27
2023-01-14,COMP_002,1117.52
2023-01-15,COMP_002,1105.07
2023-01-16,COMP_002,1109.49
2023-01-17,COMP_002,1112.72
2023-01-18,COMP_002,1096.5
2023-01-19,COMP_002,1110.88
2023-01-20,COMP_002,1122.55
2023-01-21,COMP_002,1108.45
2023-01-22,COMP_002,1101.98
2023-01-23,COMP_002,1117.23
2023-01-24,COMP_002,1119.01
2023-01-25,COMP_002,1112.52
2023-01-26,COMP_002,1093.75
2023-01-27,COMP_002,1071.74
2023-01-28,COMP_002,1047.36
2023-01-29,COMP_002,1068.11
2023-01-30,COMP_002,1060.32
2023-01-31,COMP_002,1078.67
2023-02-01,COMP_002,1074.77
2023-02-02,COMP_002,1084.35
2023-02-03,COMP_002,1116.04
2023-02-04,COMP_002,1107.96
2023-02-05,COMP_002,1079.54
2023-02-06,COMP_002,1076.1
2023-02-07,COMP_002,1078.97
2023-02-08,COMP_002,1086.14
2023-02-09,COMP_002,1104.49
2023-02-10,COMP_002,1085.38
2023-02-11,COMP_002,1076.0
2023-02-12,COMP_002,1078.06
2023-02-13,COMP_002,1048.09
2023-02-14,COMP_002,1061.29
2023-02-15,COMP_002,1047.58
2023-02-16,COMP_002,1042.7
2023-02-17,COMP_002,1048.19
2023-02-18,COMP_002,1046.03
2023-02-19,COMP_002,1059.14
2023-02-20,COMP_002,1040.83
2023-02-21,COMP_002,1036.56
2023-02-22,COMP_002,1041.98
2023-02-23,COMP_002,1076.12
2023-02-24,COMP_002,1071.65
2023-02-25,COMP_002,1058.73
2023-02-26,COMP_002,1053.23
2023-02-27,COMP_002,1054.48
2023-02-28,COMP_002,1053.66
2023-03-01,COMP_002,1074.68
2023-03-02,COMP_002,1081.79
2023-03-03,COMP_002,1082.43
2023-03-04,COMP_002,1098.23
2023-03-05,COMP_002,1129.34
2023-03-06,COMP_002,1134.74
2023-03-07,COMP_002,1126.61
2023-03-08,COMP_002,1120.51
2023-03-09,COMP_002,1128.93
2023-03-10,COMP_002,1139.88
2023-03-11,COMP_002,1139.17
2023-03-12,COMP_002,1142.72
2023-03-13,COMP_002,1141.5
2023-03-14,COMP_002,1158.49
2023-03-15,COMP_002,1144.11
2023-03-16,COMP_002,1144.96
2023-03-17,COMP_002,1130.65
2023-03-18,COMP_002,1123.31
2023-03-19,COMP_002,1132.75
2023-03-20,COMP_002,1094.98
2023-03-21,COMP_002,1088.69
2023-03-22,COMP_002,1087.21
2023-03-23,COMP_002,1094.37
2023-03-24,COMP_002,1092.67
2023-03-25,COMP_002,1087.33
2023-03-26,COMP_002,1114.36
2023-03-27,COMP_002,1120.3
2023-03-28,COMP_002,1113.2
2023-03-29,COMP_002,1097.35
2023-03-30,COMP_002,1109.32
2023-03-31,COMP_002,1125.89
2023-04-01,COMP_002,1138.16
2023-04-02,COMP_002,1154.74
2023-04-03,COMP_002,1140.58
2023-04-04,COMP_002,1127.27
2023-04-05,COMP_002,1149.35
2023-04-06,COMP_002,1155.77
2023-04-07,COMP_002,1164.4
2023-04-08,COMP_002,1182.61
2023-04-09,COMP_002,1177.0
2023-04-10,COMP_002,1153.63
2023-04-11,COMP_002,1154.18
2023-04-12,COMP_002,1161.81
2023-04-13,COMP_002,1172.67
2023-04-14,COMP_002,1179.39
2023-04-15,COMP_002,1178.0
2023-04-16,COMP_002,1181.39
2023-04-17,COMP_002,1179.28
2023-04-18,COMP_002,1166.85
2023-04-19,COMP_002,1186.46
2023-04-20,COMP_002,1164.12
2023-04-21,COMP_002,1160.55
2023-04-22,COMP_002,1158.66
2023-04-23,COMP_002,1158.34
2023-04-24,COMP_002,1169.99
2023-04-25,COMP_002,1171.3
2023-04-26,COMP_002,1171.6
2023-04-27,COMP_002,1186.48
2023-04-28,COMP_002,1142.2
2023-04-29,COMP_002,1141.2
2023-04-30,COMP_002,1142.41
2023-05-01,COMP_002,1151.03
2023-05-02,COMP_002,1150.03
2023-05-03,COMP_002,1158.79
2023-05-04,COMP_002,1168.4
2023-05-05,COMP_002,1153.74
2023-05-06,COMP_002,1139.84
2023-05-07,COMP_002,1152.37
2023-05-08,COMP_002,1156.51
2023-05-09,COMP_002,1159.28
2023-05-10,COMP_002,1121.03
2023-05-11,COMP_002,1118.15
2023-05-12,COMP_002,1116.17
2023-05-13,COMP_002,1144.84
2023-05-14,COMP_002,1155.75
2023-05-15,COMP_002,1163.43
2023-05-16,COMP_002,1180.42
2023-05-17,COMP_002,1207.25
2023-05-18,COMP_002,1191.71
2023-05-19,COMP_002,1164.47
2023-05-20,COMP_002,1168.88
2023-05-21,COMP_002,1172.74
2023-05-22,COMP_002,1181.15
2023-05-23,COMP_002,1169.63
2023-05-24,COMP_002,1159.75
2023-05-25,COMP_002,1185.26
2023-05-26,COMP_002,1172.55
2023-05-27,COMP_002,1187.25
2023-05-28,COMP_002,1168.85
2023-05-29,COMP_002,1182.69
2023-05-30,COMP_002,1191.34
2023-05-31,COMP_002,1188.78
2023-06-01,COMP_002,1199.18
2023-06-02,COMP_002,1210.52
2023-06-03,COMP_002,1232.06
2023-06-04,COMP_002,1191.57
2023-06-05,COMP_002,1193.85
2023-06-06,COMP_002,1199.65
2023-06-07,COMP_002,1220.99
2023-06-08,COMP_002,1230.23
2023-06-09,COMP_002,1175.73
2023-06-10,COMP_002,1163.67
2023-06-11,COMP_002,1176.53
2023-06-12,COMP_002,1172.58
2023-06-13,COMP_002,1167.84
2023-06-14,COMP_002,1154.68
2023-06-15,COMP_002,1170.92
2023-06-16,COMP_002,1175.23
2023-06-17,COMP_002,1158.01
2023-06-18,COMP_002,1149.0
2023-06-19,COMP_002,1182.83
2023-06-20,COMP_002,1187.42
2023-06-21,COMP_002,1204.64
2023-06-22,COMP_002,1225.4
2023-06-23,COMP_002,1222.63
2023-06-24,COMP_002,1232.05
2023-06-25,COMP_002,1230.49
2023-06-26,COMP_002,1243.84
2023-06-27,COMP_002,1256.42
2023-06-28,COMP_002,1237.73
2023-06-29,COMP_002,1238.2
2023-06-30,COMP_002,1255.83
2023-07-01,COMP_002,1257.31
2023-07-02,COMP_002,1242.43
2023-07-03,COMP_002,1282.2
2023-07-04,COMP_002,1286.42
2023-07-05,COMP_002,1294.51
2023-07-06,COMP_002,1266.64
2023-07-07,COMP_002,1264.92
2023-07-08,COMP_002,1271.05
2023-07-09,COMP_002,1273.61
2023-07-10,COMP_002,1259.65
2023-07-11,COMP_002,1272.87
2023-07-12,COMP_002,1262.68
2023-07-13,COMP_002,1242.55
2023-07-14,COMP_002,1252.66
2023-07-15,COMP_002,1250.5
2023-07-16,COMP_002,1243.19
2023-07-17,COMP_002,1248.87
2023-07-18,COMP_002,1234.47
2023-07-19,COMP_002,1231.6
2023-07-20,COMP_002,1260.97
2023-07-21,COMP_002,1253.59
2023-07-22,COMP_002,1277.08
2023-07-23,COMP_002,1277.63
2023-07-24,COMP_002,1265.53
2023-07-25,COMP_002,1252.15
2023-07-26,COMP_002,1250.53
2023-07-27,COMP_002,1249.22
2023-07-28,COMP_002,1283.96
2023-07-29,COMP_002,1236.81
2023-07-30,COMP_002,1261.12
2023-07-31,COMP_002,1266.95
2023-08-01,COMP_002,1284.51
2023-08-02,COMP_002,1269.24
2023-08-03,COMP_002,1267.76
2023-08-04,COMP_002,1285.47
2023-08-05,COMP_002,1298.16
2023-08-06,COMP_002,1302.11
2023-08-07,COMP_002,1302.39
2023-08-08,COMP_002,1326.67
2023-08-09,COMP_002,1319.8
2023-08-10,COMP_002,1327.15
2023-08-11,COMP_002,1312.43
2023-08-12,COMP_002,1303.47
2023-08-13,COMP_002,1314.8
2023-08-14,COMP_002,1344.44
2023-08-15,COMP_002,1346.52
2023-08-16,COMP_002,1337.65
2023-08-17,COMP_002,1327.64
2023-08-18,COMP_002,1301.47
2023-08-19,COMP_002,1299.6
2023-08-20,COMP_002,1297.72
2023-08-21,COMP_002,1282.52
2023-08-22,COMP_002,1270.24
2023-08-23,COMP_002,1276.47
2023-08-24,COMP_002,1292.6
2023-08-25,COMP_002,1245.75
2023-08-26,COMP_002,1226.97
2023-08-27,COMP_002,1222.42
2023-08-28,COMP_002,1203.27
2023-08-29,COMP_002,1205.04
2023-08-30,COMP_002,1188.81
2023-08-31,COMP_002,1201.12
2023-09-01,COMP_002,1214.45
2023-09-02,COMP_002,1219.64
2023-09-03,COMP_002,1209.82
2023-09-04,COMP_002,1197.38
2023-09-05,COMP_002,1205.08
2023-09-06,COMP_002,1204.46
2023-09-07,COMP_002,1195.6
2023-01-01,COMP_003,1835.21
2023-01-02,COMP_003,1850.48
2023-01-03,COMP_003,1836.03
2023-01-04,COMP_003,1860.39
2023-01-05,COMP_003,1855.5
2023-01-06,COMP_003,1845.46
2023-01-07,COMP_003,1841.68
2023-01-08,COMP_003,1852.89
2023-01-09,COMP_003,1883.27
2023-01-10,COMP_003,1901.32
2023-01-11,COMP_003,1912.12
2023-01-12,COMP_003,1918.9
2023-01-13,COMP_003,1928.25
2023-01-14,COMP_003,1918.19
2023-01-15,COMP_003,1896.22
2023-01-16,COMP_003,1880.3
2023-01-17,COMP_003,1887.61
2023-01-18,COMP_003,1906.9
2023-01-19,COMP_003,1884.76
2023-01-20,COMP_003,1877.76
2023-01-21,COMP_003,1873.81
2023-01-22,COMP_003,1862.94
2023-01-23,COMP_003,1863.55
2023-01-24,COMP_003,1863.15
2023-01-25,COMP_003,1887.08
2023-01-26,COMP_003,1948.62
2023-01-27,COMP_003,2010.76
2023-01-28,COMP_003,2050.48
